IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£)
000562-02012017,1/2/17,2017,7:16:04 AM,7,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SW2 1SD,SW2,100021815758,21900236,E09000022,LAMBETH,Lambeth,E05000417,BRIXTON HILL,BRIXTON HILL,530601.0,174255.0,530650,174250,51.45222451,-0.12179618,London,Brixton,326.0,Brixton,,,1.0,1.0,1.0,1.0,326.0
000857-02012017,1/2/17,2017,6:11:12 PM,18,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,SW13,0,22404222,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000525,MORTLAKE AND BARNES COMMON,MORTLAKE AND BARNES COMMON,,,522050,176150,,,London,Richmond,434.0,Hammersmith,709.0,Heston,2.0,2.0,2.0,1.0,326.0
000927-02012017,1/2/17,2017,10:31:35 PM,22,Special Service,Special Service,Medical Incident - Co-responder,Dwelling,House - single occupancy ,Correct incident location,,E12,0,22200765,E09000025,NEWHAM,Newham,E05000481,EAST HAM NORTH,EAST HAM NORTH,,,542350,184550,,,London,East Ham,271.0,East Ham,,,1.0,1.0,1.0,1.0,326.0
000894-02012017,1/2/17,2017,8:40:05 PM,20,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,DA15,0,20101558,E09000004,BEXLEY,Bexley,E05011221,Blendon & Penhill,Blendon & Penhill,,,546250,174450,,,London,Sidcup,273.0,Eltham,324.0,Sidcup,2.0,2.0,2.0,1.0,326.0
000882-02012017,1/2/17,2017,7:21:54 PM,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E1,0,22701089,E09000030,TOWER HAMLETS,Tower Hamlets,E05009329,ST. DUNSTAN'S,ST. DUNSTAN'S,,,536150,182050,,,London,Bethnal Green,239.0,Bethnal Green,385.0,Poplar,2.0,2.0,2.0,2.0,652.0
000812-02012017,1/2/17,2017,5:10:26 PM,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW15,0,22906502,E09000032,WANDSWORTH,Wandsworth,E05000621,ROEHAMPTON AND PUTNEY HEATH,ROEHAMPTON AND PUTNEY HEATH,,,522350,173350,,,London,Wandsworth,652.0,Richmond,722.0,Fulham,2.0,2.0,2.0,1.0,326.0
000919-02012017,1/2/17,2017,10:16:45 PM,22,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,KT2 5PR,KT2,128016167,21800806,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000415,TUDOR,TUDOR,517819.0,171396.0,517850,171350,51.42932943,-0.306613846,London,Kingston,,,,,1.0,1.0,2.0,1.0,326.0
000833-02012017,1/2/17,2017,5:44:23 PM,17,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),In street outside gazetteer location,EC1V 0HB,EC1V,5300067719,21605564,E09000019,ISLINGTON,Islington,E05000370,CLERKENWELL,CLERKENWELL,531726.0,182666.0,531750,182650,51.52755152,-0.102479035,London,Islington,287.0,Shoreditch,,,1.0,1.0,1.0,1.0,326.0
000859-02012017,1/2/17,2017,6:25:49 PM,18,False Alarm,AFA,,Non Residential,Community centre/Hall ,Correct incident location,SE8 4AU,SE8,100023281209,22001093,E09000023,LEWISHAM,Lewisham,E05000449,NEW CROSS,NEW CROSS,537015.0,177194.0,537050,177150,51.47712046,-0.028406957000000007,London,Deptford,213.0,Greenwich,,,1.0,1.0,1.0,1.0,326.0
000513-02012017,1/2/17,2017,1:59:43 AM,1,Special Service,Special Service,Medical Incident - Co-responder,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E16,0,22207980,E09000025,NEWHAM,Newham,E05000491,ROYAL DOCKS,ROYAL DOCKS,,,541950,180250,,,London,Plaistow,532.0,Plaistow,,,1.0,1.0,1.0,2.0,652.0
000866-02012017,1/2/17,2017,6:38:53 PM,18,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Open land/water - nearest gazetteer location,SM4 6HU,SM4,48052394,22104584,E09000024,MERTON,Merton,E05000468,RAVENSBURY,RAVENSBURY,526515.0,167296.0,526550,167250,51.39060895,-0.183050925,London,Mitcham,322.0,Mitcham,,,1.0,1.0,1.0,1.0,326.0
000888-02012017,1/2/17,2017,8:13:44 PM,20,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,HA8,0,20040860,E09000003,BARNET,Barnet,E05000050,EDGWARE,EDGWARE,,,519350,191750,,,London,Mill Hill,254.0,Stanmore,,,1.0,1.0,1.0,1.0,326.0
000594-02012017,1/2/17,2017,10:05:17 AM,10,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE27,0,21900825,E09000022,LAMBETH,Lambeth,E05000424,KNIGHT'S HILL,KNIGHT'S HILL,,,531450,171150,,,London,West Norwood,186.0,West Norwood,,,1.0,1.0,1.0,1.0,326.0
000804-02012017,1/2/17,2017,4:50:59 PM,16,Fire,Primary Fire,,Road Vehicle,Motorcycle ,Open land/water - nearest gazetteer location,RM8 2QP,RM8,100026922,19900311,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000028,Becontree,Becontree,547025.0,186530.0,547050,186550,51.55849705,0.119522627,London,Dagenham,654.0,Ilford,,,1.0,1.0,1.0,1.0,326.0
000520-02012017,1/2/17,2017,2:45:34 AM,2,Fire,Primary Fire,,Road Vehicle,Van ,In street close to gazetteer location,IG11 8QA,IG11,100091750,19900732,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000026,ABBEY,ABBEY,544204.0,184776.0,544250,184750,51.54346434,0.078139483,London,Barking,297.0,Barking,,,1.0,1.0,1.0,1.0,326.0
000758-02012017,1/2/17,2017,2:12:31 PM,14,False Alarm,AFA,,Non Residential,Health spa/farm,Within same building,W2 5HS,W2,100023484077,8400189,E09000033,WESTMINSTER,Westminster,E05000631,BAYSWATER,BAYSWATER,525754.0,181372.0,525750,181350,51.51728229,-0.18898361,London,Paddington,209.0,Paddington,,,1.0,1.0,1.0,1.0,326.0
000505-02012017,1/2/17,2017,12:54:30 AM,0,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,IG11,0,19900696,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000026,ABBEY,ABBEY,,,543650,184550,,,London,Barking,,,,,1.0,1.0,1.0,1.0,326.0
000773-02012017,1/2/17,2017,3:05:25 PM,15,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E3,0,22700893,E09000030,TOWER HAMLETS,Tower Hamlets,E05009320,BOW WEST,BOW WEST,,,535950,183450,,,London,Bethnal Green,408.0,Homerton,,,1.0,1.0,1.0,1.0,326.0
000508-02012017,1/2/17,2017,1:08:18 AM,1,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W1U,0,8400160,E09000033,WESTMINSTER,Westminster,E05000641,MARYLEBONE HIGH STREET,MARYLEBONE HIGH STREET,,,528250,181750,,,London,Euston,241.0,Euston,,,1.0,1.0,1.0,1.0,326.0
000802-02012017,1/2/17,2017,4:46:05 PM,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,KT2,0,21800559,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000406,COOMBE HILL,COOMBE HILL,,,519650,170250,,,London,Kingston,370.0,Kingston,,,1.0,1.0,1.0,1.0,326.0
000698-02012017,1/2/17,2017,12:36:49 PM,12,Special Service,Special Service,Making Safe (not RTC),Dwelling,House - single occupancy ,Correct incident location,,E4,0,22860600,E09000031,WALTHAM FOREST,Waltham Forest,E05000602,LARKSWOOD,LARKSWOOD,,,537950,191650,,,London,Walthamstow,334.0,Chingford,,,1.0,1.0,1.0,1.0,326.0
000786-02012017,1/2/17,2017,3:56:21 PM,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW8,0,22904132,E09000032,WANDSWORTH,Wandsworth,E05000620,QUEENSTOWN,QUEENSTOWN,,,528650,177650,,,London,Clapham,285.0,Lambeth,333.0,Battersea,2.0,2.0,2.0,2.0,652.0
000744-02012017,1/2/17,2017,1:20:52 PM,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW12,0,22903527,E09000032,WANDSWORTH,Wandsworth,E05000618,NIGHTINGALE,NIGHTINGALE,,,528050,173650,,,London,Tooting,251.0,Tooting,363.0,Battersea,3.0,3.0,3.0,1.0,326.0
000905-02012017,1/2/17,2017,9:17:17 PM,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N8,0,21106570,E09000014,HARINGEY,Haringey,E05000269,CROUCH END,CROUCH END,,,530050,188150,,,London,Hornsey,209.0,Hornsey,295.0,Holloway,2.0,2.0,2.0,1.0,326.0
000817-02012017,1/2/17,2017,5:22:46 PM,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N15,0,21104029,E09000014,HARINGEY,Haringey,E05000278,SEVEN SISTERS,SEVEN SISTERS,,,533150,188050,,,London,Tottenham,328.0,Stoke Newington,372.0,Southgate,2.0,2.0,2.0,1.0,326.0
000835-02012017,1/2/17,2017,5:44:32 PM,17,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW15,0,22902372,E09000032,WANDSWORTH,Wandsworth,E05000621,ROEHAMPTON AND PUTNEY HEATH,ROEHAMPTON AND PUTNEY HEATH,,,521850,174250,,,London,Wandsworth,365.0,Wandsworth,442.0,Fulham,3.0,3.0,3.0,2.0,652.0
000943-02012017,1/2/17,2017,11:59:30 PM,23,False Alarm,False alarm - Malicious,,Outdoor,Road surface/pavement ,In street remote from gazetteer location,IG11 7RX,IG11,10023591281,19904018,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000026,ABBEY,ABBEY,544311.0,184064.0,544350,184050,51.53703932,0.07938983,London,Barking,296.0,Barking,,,1.0,1.0,1.0,1.0,326.0
000635-02012017,1/2/17,2017,11:49:39 AM,11,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,NW10 2RS,NW10,202049130,20200873,E09000005,BRENT,Brent,E05000089,DUDDEN HILL,DUDDEN HILL,521408.0,184850.0,521450,184850,51.54949022,-0.250389188,London,Willesden,241.0,Willesden,357.0,Wembley,2.0,2.0,2.0,1.0,326.0
000848-02012017,1/2/17,2017,6:01:54 PM,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW9,0,22406681,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000526,NORTH RICHMOND,NORTH RICHMOND,,,518850,175350,,,London,Richmond,342.0,Richmond,432.0,Kingston,2.0,2.0,2.0,1.0,326.0
000850-02012017,1/2/17,2017,6:05:22 PM,18,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW1,0,20400764,E09000007,CAMDEN,Camden,E05000142,REGENT'S PARK,REGENT'S PARK,,,528750,183050,,,London,Euston,715.0,Soho,,,1.0,1.0,1.0,1.0,326.0
000492-02012017,1/2/17,2017,12:03:17 AM,0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE26,0,22002956,E09000023,LEWISHAM,Lewisham,E05000444,FOREST HILL,FOREST HILL,,,535350,172350,,,London,Forest Hill,358.0,Forest Hill,,,1.0,1.0,1.0,1.0,326.0
000540-02012017,1/2/17,2017,4:14:04 AM,4,False Alarm,False alarm - Malicious,,Dwelling,House - single occupancy ,Within same building,,TW3,0,21500519,E09000018,HOUNSLOW,Hounslow,E05000356,HESTON EAST,HESTON EAST,,,514150,176850,,,London,Heston,164.0,Heston,287.0,Heston,1.0,2.0,2.0,1.0,326.0
000788-02012017,1/2/17,2017,3:58:22 PM,15,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,N2,0,20046800,E09000003,BARNET,Barnet,E05000052,GARDEN SUBURB,GARDEN SUBURB,,,526850,188450,,,London,Finchley,470.0,Finchley,472.0,Hornsey,2.0,2.0,2.0,1.0,326.0
000875-02012017,1/2/17,2017,7:03:49 PM,19,False Alarm,False alarm - Good intent,,Other Residential,Hotel/motel ,Within same building,N12 7NN,N12,200221758,20030910,E09000003,BARNET,Barnet,E05000061,WEST FINCHLEY,WEST FINCHLEY,526232.0,192049.0,526250,192050,51.61312949,-0.178266409,London,Finchley,297.0,Finchley,502.0,Hendon,2.0,3.0,3.0,1.0,326.0
000913-02012017,1/2/17,2017,9:46:13 PM,21,False Alarm,AFA,,Non Residential,Community centre/Hall ,Correct incident location,RM12 6TS,RM12,10091578111,21300594,E09000016,HAVERING,Havering,E05000308,ELM PARK,ELM PARK,553690.0,184771.0,553650,184750,51.5409185,0.214825145,London,Hornchurch,269.0,Hornchurch,,,1.0,1.0,1.0,1.0,326.0
000726-02012017,1/2/17,2017,12:53:00 PM,12,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W1K 2TD,W1K,100023475744,8401887,E09000033,WESTMINSTER,Westminster,E05000649,WEST END,WEST END,528432.0,180587.0,528450,180550,51.50962565,-0.150694553,London,Soho,338.0,Soho,,,1.0,1.0,1.0,1.0,326.0
000793-02012017,1/2/17,2017,4:20:17 PM,16,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,SE16 5UP,SE16,200003412741,22502611,E09000028,SOUTHWARK,Southwark,E05011117,Surrey Docks,Surrey Docks,536648.0,179649.0,536650,179650,51.49927082,-0.032738238,London,Deptford,279.0,Dockhead,355.0,Deptford,3.0,3.0,3.0,1.0,326.0
000553-02012017,1/2/17,2017,5:59:18 AM,5,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,W9 3NN,W9,10033552166,8401380,E09000033,WESTMINSTER,Westminster,E05000635,HARROW ROAD,HARROW ROAD,524831.0,182035.0,524850,182050,51.52344532,-0.202044368,London,North Kensington,231.0,North Kensington,261.0,North Kensington,1.0,2.0,2.0,2.0,652.0
000748-02012017,1/2/17,2017,1:36:14 PM,13,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W1K 2TD,W1K,100023475744,8401887,E09000033,WESTMINSTER,Westminster,E05000649,WEST END,WEST END,528432.0,180587.0,528450,180550,51.50962565,-0.150694553,London,Soho,357.0,Soho,,,1.0,1.0,1.0,1.0,326.0
000896-02012017,1/2/17,2017,8:54:41 PM,20,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,EC1M 3LN,EC1M,5147133,20401051,E09000007,CAMDEN,Camden,E05000138,HOLBORN AND COVENT GARDEN,HOLBORN AND COVENT GARDEN,531418.0,182040.0,531450,182050,51.52199753,-0.107149857,London,Shoreditch,221.0,Shoreditch,,,1.0,1.0,1.0,1.0,326.0
000585-02012017,1/2/17,2017,8:59:18 AM,8,False Alarm,False alarm - Malicious,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,HA3,0,20200482,E09000005,BRENT,Brent,E05000093,KENTON,KENTON,,,517850,188650,,,London,Stanmore,384.0,Stanmore,403.0,Stanmore,1.0,2.0,2.0,1.0,326.0
000771-02012017,1/2/17,2017,3:00:24 PM,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W2,0,8401512,E09000033,WESTMINSTER,Westminster,E05000631,BAYSWATER,BAYSWATER,,,525750,181350,,,London,Paddington,220.0,Paddington,,,2.0,2.0,2.0,1.0,326.0
000795-02012017,1/2/17,2017,4:22:12 PM,16,False Alarm,False alarm - Good intent,,Dwelling,Houseboat (permanent dwelling) ,Correct incident location,,E2,0,20900459,E09000012,HACKNEY,Hackney,E05009375,HAGGERSTON,HAGGERSTON,,,534250,183650,,,London,Shoreditch,347.0,Shoreditch,403.0,Shoreditch,3.0,3.0,3.0,2.0,652.0
000541-02012017,1/2/17,2017,4:32:50 AM,4,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,N15,0,21102911,E09000014,HARINGEY,Haringey,E05000268,BRUCE GROVE,BRUCE GROVE,,,533650,189550,,,London,Tottenham,302.0,Tottenham,437.0,Stoke Newington,1.0,2.0,2.0,1.0,326.0
000745-02012017,1/2/17,2017,1:25:59 PM,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SM4,0,22100186,E09000024,MERTON,Merton,E05000465,LOWER MORDEN,LOWER MORDEN,,,524150,166550,,,London,Sutton,,,,,3.0,3.0,3.0,1.0,326.0
000611-02012017,1/2/17,2017,11:07:39 AM,11,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,W13 0AL,W13,12140887,20602094,E09000009,EALING,Ealing,E05000171,CLEVELAND,CLEVELAND,515840.0,182459.0,515850,182450,51.52916919,-0.331442512,London,Ealing,307.0,Ealing,,,1.0,1.0,1.0,1.0,326.0
000838-02012017,1/2/17,2017,5:48:40 PM,17,False Alarm,False alarm - Good intent,,Dwelling,False Alarm - Property not found,Correct incident location,,SW19,0,22103540,E09000024,MERTON,Merton,E05000455,ABBEY,ABBEY,,,526050,169450,,,London,Wimbledon,206.0,Wimbledon,,,1.0,1.0,1.0,1.0,326.0
000854-02012017,1/2/17,2017,6:10:40 PM,18,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW8,0,21501311,E09000018,HOUNSLOW,Hounslow,E05000364,SYON,SYON,,,517250,177250,,,London,Heston,269.0,Heston,,,1.0,1.0,1.0,1.0,326.0
000730-02012017,1/2/17,2017,12:55:47 PM,12,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N19,0,20401310,E09000007,CAMDEN,Camden,E05000137,HIGHGATE,HIGHGATE,,,528750,186650,,,London,Kentish Town,,,,,1.0,1.0,2.0,2.0,652.0
000626-02012017,1/2/17,2017,11:33:25 AM,11,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,E11 3NL,E11,100022961569,22822050,E09000031,WALTHAM FOREST,Waltham Forest,E05000590,CANN HALL,CANN HALL,540003.0,186266.0,540050,186250,51.55791058,0.018192416,London,Leytonstone,192.0,Leytonstone,359.0,Stratford,2.0,2.0,2.0,1.0,326.0
000893-02012017,1/2/17,2017,8:34:56 PM,20,Fire,Secondary Fire,,Outdoor Structure,Common external bin storage area,On land associated with building,W12 9HL,W12,34011990,21000108,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000251,ASKEW,ASKEW,522076.0,179918.0,522050,179950,51.5050205,-0.242468396,London,Hammersmith,316.0,Acton,,,1.0,1.0,1.0,1.0,326.0
000885-02012017,1/2/17,2017,7:38:21 PM,19,Special Service,Special Service,Medical Incident - Co-responder,Dwelling,House in Multiple Occupation - Up to 2 storeys (not known if licensed) ,Correct incident location,,E6,0,22200860,E09000025,NEWHAM,Newham,E05000481,EAST HAM NORTH,EAST HAM NORTH,,,542250,184250,,,London,East Ham,177.0,East Ham,,,1.0,1.0,1.0,1.0,326.0
000760-02012017,1/2/17,2017,2:27:01 PM,14,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,TW3 3JB,TW3,100023403169,21510540,E09000018,HOUNSLOW,Hounslow,E05000361,HOUNSLOW WEST,HOUNSLOW WEST,513195.0,175444.0,513150,175450,51.4666543,-0.371805122,London,Heston,344.0,Heston,504.0,Twickenham,2.0,2.0,2.0,2.0,652.0
000747-02012017,1/2/17,2017,1:30:14 PM,13,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,UB5 4LX,UB5,12046919,20601113,E09000009,EALING,Ealing,E05000184,NORTHOLT MANDEVILLE,NORTHOLT MANDEVILLE,513541.0,184724.0,513550,184750,51.54999297,-0.363840964,London,Northolt,227.0,Northolt,,,1.0,1.0,1.0,1.0,326.0
000822-02012017,1/2/17,2017,5:28:39 PM,17,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,TW3 4AS,TW3,100023404112,21500667,E09000018,HOUNSLOW,Hounslow,E05000358,HOUNSLOW CENTRAL,HOUNSLOW CENTRAL,513941.0,176579.0,513950,176550,51.47670609,-0.360704678,London,Heston,184.0,Heston,410.0,Feltham,2.0,2.0,2.0,1.0,326.0
000869-02012017,1/2/17,2017,6:46:55 PM,18,Special Service,Special Service,Medical Incident - Co-responder,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW12,0,22901676,E09000032,WANDSWORTH,Wandsworth,E05000610,BALHAM,BALHAM,,,528750,173150,,,London,Tooting,216.0,Tooting,,,1.0,1.0,1.0,2.0,652.0
000837-02012017,1/2/17,2017,5:47:32 PM,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,BR1,0,20303578,E09000006,BROMLEY,Bromley,E05000106,BICKLEY,BICKLEY,,,541550,169650,,,London,Bromley,232.0,Bromley,,,1.0,1.0,1.0,1.0,326.0
000549-02012017,1/2/17,2017,5:19:32 AM,5,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE8,0,22004534,E09000023,LEWISHAM,Lewisham,E05000439,BROCKLEY,BROCKLEY,,,537350,176850,,,London,Greenwich,208.0,Greenwich,238.0,New Cross,4.0,4.0,4.0,2.0,652.0
000609-02012017,1/2/17,2017,11:06:12 AM,11,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SW3,0,21700031,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009391,CHELSEA RIVERSIDE,CHELSEA RIVERSIDE,,,526850,177650,,,London,Chelsea,190.0,Chelsea,,,1.0,1.0,1.0,1.0,326.0
000501-02012017,1/2/17,2017,12:45:52 AM,0,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW12,0,22401207,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000520,HAMPTON,HAMPTON,,,513550,170350,,,London,Twickenham,365.0,Twickenham,593.0,Feltham,2.0,3.0,3.0,1.0,326.0
000551-02012017,1/2/17,2017,5:25:04 AM,5,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,TW13 6TP,TW13,100023399539,21501100,E09000018,HOUNSLOW,Hounslow,E05000353,HANWORTH,HANWORTH,512037.0,171339.0,512050,171350,51.42998931,-0.389766895,London,Twickenham,378.0,Twickenham,,,1.0,1.0,1.0,1.0,326.0
000502-02012017,1/2/17,2017,12:51:14 AM,0,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE2,0,20101631,E09000004,BEXLEY,Bexley,E05011232,Thamesmead East,Thamesmead East,,,547450,179650,,,London,Erith,291.0,Erith,313.0,Plumstead,3.0,4.0,4.0,1.0,326.0
000642-02012017,1/2/17,2017,12:09:13 PM,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,IG5,0,22302930,E09000026,REDBRIDGE,Redbridge,E05011239,Clayhall,Clayhall,,,542450,189450,,,London,Hainault,225.0,Woodford,521.0,Hainault,2.0,2.0,2.0,1.0,326.0
000884-02012017,1/2/17,2017,7:25:58 PM,19,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W6,0,21000258,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000256,HAMMERSMITH BROADWAY,HAMMERSMITH BROADWAY,,,522750,179350,,,London,Hammersmith,319.0,Hammersmith,362.0,Hammersmith,1.0,2.0,2.0,1.0,326.0
000566-02012017,1/2/17,2017,7:34:43 AM,7,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,SE15,0,22501958,E09000028,SOUTHWARK,Southwark,E05011110,Peckham,Peckham,,,533850,177550,,,London,Old Kent Road,,,,,,,,,
000855-02012017,1/2/17,2017,6:10:56 PM,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE11,0,21900793,E09000022,LAMBETH,Lambeth,E05000427,PRINCE'S,PRINCE'S,,,531250,178650,,,London,Lambeth,180.0,Lambeth,182.0,Lambeth,1.0,2.0,2.0,1.0,326.0
000939-02012017,1/2/17,2017,11:48:49 PM,23,Fire,Secondary Fire,,Outdoor,Cycle path/public footpath/bridleway ,In street close to gazetteer location,N18 1EU,N18,207170134,20703968,E09000010,ENFIELD,Enfield,E05000212,UPPER EDMONTON,UPPER EDMONTON,533811.0,192133.0,533850,192150,51.61213459,-0.068840185,London,Edmonton,292.0,Edmonton,,,1.0,1.0,1.0,1.0,326.0
000908-02012017,1/2/17,2017,9:23:00 PM,21,Special Service,Special Service,No action (not false alarm),Non Residential,Single shop ,Correct incident location,N21 3NL,N21,207091286,20704828,E09000010,ENFIELD,Enfield,E05000213,WINCHMORE HILL,WINCHMORE HILL,531427.0,194469.0,531450,194450,51.63368837,-0.102373366,London,Southgate,239.0,Southgate,,,1.0,1.0,1.0,1.0,326.0
000719-02012017,1/2/17,2017,12:49:00 PM,12,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,RM3 0AD,RM3,10024385943,21301092,E09000016,HAVERING,Havering,E05000312,HAROLD WOOD,HAROLD WOOD,553393.0,190576.0,553350,190550,51.59315591,0.213075704,London,Harold Hill,220.0,Romford,246.0,Harold Hill,2.0,2.0,2.0,2.0,652.0
000503-02012017,1/2/17,2017,12:52:55 AM,0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW3,0,20400210,E09000007,CAMDEN,Camden,E05000134,GOSPEL OAK,GOSPEL OAK,,,527850,185450,,,London,Kentish Town,234.0,Kentish Town,,,1.0,1.0,2.0,1.0,326.0
000567-02012017,1/2/17,2017,7:35:49 AM,7,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE26,0,22002540,E09000023,LEWISHAM,Lewisham,E05000452,SYDENHAM,SYDENHAM,,,534150,171650,,,London,Forest Hill,455.0,Forest Hill,,,1.0,1.0,1.0,1.0,326.0
000891-02012017,1/2/17,2017,8:22:16 PM,20,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW9,0,20019120,E09000003,BARNET,Barnet,E05000046,COLINDALE,COLINDALE,,,521850,190550,,,London,Mill Hill,341.0,Hendon,346.0,Hendon,1.0,2.0,2.0,1.0,326.0
